"","ID","Reason_for_absence","Month_of_absence","Seasons","Transportation_expense","Distance_from_residence_to_work","Service_time","Age","Workload_average_perday","Hit_target","Disciplinary_failure","Son","Social_drinker","Social_smoker","Height","Body_mass_index","emp_abseeism_time_in_hours"
"171","20","28","3","2",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,1,0.615384615384615,"0",4,"1","0",0.3,0.210526315789474,4
"172","28","23","3","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,1,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,1
"173","7","14","3","2",0.619230769230769,0,0.565217391304348,0.461538461538462,1,0.615384615384615,"0",2,"1","1",0.3,0.263157894736842,8
"174","3","13","3","2",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,1,0.615384615384615,"0",0,"1","0",0.5,0.631578947368421,3.696837570919
"175","28","23","3","2",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,1,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,2
"176","28","11","3","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,1,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,8
"177","22","13","3","3",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,1,0.615384615384615,"0",0,"0","0",0.6,0,1
"178","28","11","3","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,1,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,8
"179","28","11","3","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,1,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,16
"180","3","13","3","3",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,1,0.615384615384615,"0",0,"1","0",0.5,0.631578947368421,3
"181","7","14","3","3",0.619230769230769,0,0.565217391304348,0.461538461538462,1,0.615384615384615,"0",2,"1","1",0.3,0.263157894736842,16
"182","28","28","3","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,1,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,2
"183","33","14","3","3",0.5,0.425531914893617,0.565217391304348,0.769230769230769,1,0.615384615384615,"0",2,"0","0",0,0.684210526315789,3
"184","28","28","3","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,1,0.615384615384615,"0",1,"0","0",0.4,0.263157894736842,1
"185","15","28","4","3",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.877664996796179,0.692307692307692,"0",1,"1","0",0.6,0.315789473684211,1
"186","28","23","4","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.877664996796179,0.692307692307692,"0",1,"0","0",0.4,0.263157894736842,1
"187","14","28","4","3",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.877664996796179,0.692307692307692,"0",2,"1","0",0.65779682459424,0.315789473684211,1
"188","24","13","4","3",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.877664996796179,0.692307692307692,"0",0,"1","0",0.5,0.210526315789474,7.45438016077887
"189","14","23","4","3",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.877664996796179,0.692307692307692,"0",2,"1","0",0.636914263633204,0.315789473684211,1
"190","28","28","4","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.877664996796179,0.692307692307692,"0",1,"0","0",0.4,0.263157894736842,2
"191","20","28","4","3",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.877664996796179,0.692307692307692,"0",4,"1","0",0.3,0.210526315789474,4
"192","3","13","4","3",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.877664996796179,0.692307692307692,"0",0,"1","0",0.5,0.631578947368421,4.00280265337292
"193","36","23","4","3",0,0.170212765957447,0.739130434782609,0.884615384615385,0.877664996796179,0.692307692307692,"0",1,"1","0",0.564243270320958,0.631578947368421,1
"194","15","23","4","3",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.877664996796179,0.692307692307692,"0",1,"1","0",0.6,0.315789473684211,3
"195","24","14","4","3",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.877664996796179,0.692307692307692,"0",0,"1","0",0.5,0.210526315789474,8
"196","15","28","4","3",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.877664996796179,0.692307692307692,"0",1,"1","0",0.6,0.315789473684211,1
"197","33","28","4","3",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.877664996796179,0.692307692307692,"0",2,"0","0",0,0.684210526315789,8
"198","20","19","4","3",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.877664996796179,0.692307692307692,"0",4,"1","0",0.3,0.210526315789474,4.21190319271269
"199","11","19","4","3",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.877664996796179,0.692307692307692,"0",2,"1","0",0.7,0.578947368421053,8
"200","14","12","4","3",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.877664996796179,0.692307692307692,"0",2,"1","0",0.646300031950582,0.315789473684211,4.5763951420852
"201","23","19","4","3",1,0.936170212765957,0.434782608695652,0.346153846153846,0.877664996796179,0.692307692307692,"0",2,"0","1",0.9,0.105263157894737,8
"202","11","13","4","3",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.877664996796179,0.692307692307692,"0",2,"1","0",0.7,0.578947368421053,16
"203","1","7","4","3",0.45,0.127659574468085,0.565217391304348,0.384615384615385,0.877664996796179,0.692307692307692,"0",1,"0","0",0.7,0.526315789473684,3
"204","2","0","4","3",0.45,0.51063829787234,0.478260869565217,0.807692307692308,0.877664996796179,0.692307692307692,"1",1,"0","1",0.0297977398294677,0.736842105263158,0
"205","11","13","5","3",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.464730869518262,0.384615384615385,"0",2,"1","0",0.7,0.578947368421053,8
"206","14","28","5","3",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.448786397712094,0.384615384615385,"0",2,"1","0",0.669921316882659,0.315789473684211,2
"207","14","28","5","3",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.357667135542845,0.384615384615385,"0",2,"1","0",0.7,0.315789473684211,1
"208","3","18","5","3",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.288626629067602,0.384615384615385,"0",0,"1","0",0.5,0.631578947368421,8
"209","28","19","5","3",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.400497854834603,0.384615384615385,"0",1,"0","0",0.4,0.263157894736842,8
"210","27","7","5","3",0.253846153846154,0.787234042553192,0.260869565217391,0,0.339668096020598,0.384615384615385,"0",0,"0","0",0.2,0.105263157894737,4
"211","14","28","5","3",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.359514659586073,0.384615384615385,"0",2,"1","0",0.7,0.315789473684211,2
"212","3","12","5","3",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.397697068288164,0.384615384615385,"0",0,"1","0",0.5,0.631578947368421,1
"213","11","13","5","3",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.609310296134247,0.384615384615385,"0",2,"1","0",0.7,0.578947368421053,9.68989986284755
"214","7","0","5","3",0.619230769230769,0,0.565217391304348,0.461538461538462,0.295126812154221,0.384615384615385,"1",2,"1","1",0.3,0.263157894736842,0
"215","18","0","5","3",0.815384615384615,0.234042553191489,0.130434782608696,0.0384615384615385,0.345990993706124,0.384615384615385,"1",0,"0","0",0.51471324405282,0.315789473684211,0
"216","23","0","5","3",1,0.936170212765957,0.434782608695652,0.346153846153846,0.394679384149994,0.384615384615385,"1",2,"0","1",0.9,0.105263157894737,0.882832768314897
"217","31","0","5","3",0,0.212765957446809,0.347826086956522,0.884615384615385,0.382003065225047,0.384615384615385,"1",0,"0","0",0.7,0.263157894736842,0
"218","3","11","5","3",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.397697068288164,0.384615384615385,"0",0,"1","0",0.5,0.631578947368421,1
"219","36","13","5","3",0,0.170212765957447,0.739130434782609,0.884615384615385,0.376732421537926,0.384615384615385,"0",1,"1","0",0.7,0.631578947368421,2.84951183690265
"220","10","22","5","3",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0.250083261246429,0.384615384615385,"0",1,"1","0",0.7,0.421052631578947,3.89178848233355
"221","24","19","6","3",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.41166630248102,0.538461538461538,"0",0,"1","0",0.5,0.210526315789474,8
"222","10","22","6","3",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0.341640584744304,0.538461538461538,"0",1,"1","0",0.7,0.421052631578947,8
"223","24","10","6","3",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.448502405648487,0.538461538461538,"0",0,"1","0",0.5,0.210526315789474,5.760373315982
"224","15","23","6","3",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.519530214183276,0.538461538461538,"0",1,"1","0",0.6,0.315789473684211,4
"225","24","10","6","3",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.510220138570595,0.538461538461538,"0",0,"1","0",0.5,0.210526315789474,16.7354272685504
"226","3","11","6","3",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.397943242123925,0.538461538461538,"0",0,"1","0",0.5,0.631578947368421,8
"227","14","23","6","3",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.366505517659026,0.538461538461538,"0",2,"1","0",0.7,0.315789473684211,4
"228","24","10","6","3",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.491413608243826,0.538461538461538,"0",0,"1","0",0.5,0.210526315789474,8
"229","36","13","6","3",0,0.170212765957447,0.739130434782609,0.884615384615385,0.380444033121721,0.538461538461538,"0",1,"1","0",0.7,0.631578947368421,8
"230","1","13","6","3",0.45,0.127659574468085,0.565217391304348,0.384615384615385,0.442297070468869,0.538461538461538,"0",1,"0","0",0.7,0.526315789473684,16
"231","36","23","6","3",0,0.170212765957447,0.739130434782609,0.884615384615385,0.372158258753633,0.538461538461538,"0",1,"1","0",0.7,0.631578947368421,1
"232","36","13","6","3",0,0.170212765957447,0.739130434782609,0.884615384615385,0.42344032124132,0.538461538461538,"0",1,"1","0",0.700000000000003,0.631578947368421,4.05848841718555
"233","23","22","6","3",1,0.936170212765957,0.434782608695652,0.346153846153846,0.381084761799856,0.538461538461538,"0",2,"0","1",0.9,0.105263157894737,8
"234","3","11","6","3",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.302351442250399,0.538461538461538,"0",0,"1","0",0.5,0.631578947368421,2
"235","32","28","6","1",0.657692307692308,0.914893617021277,0.444075763272277,0.846153846153846,0.469784465733536,0.538461538461538,"0",0,"0","0",0.7,0.894736842105263,2
"236","28","28","6","1",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.515275328575589,0.538461538461538,"0",1,"0","0",0.4,0.263157894736842,2
"237","14","19","7","1",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.5052935865323,0.846153846153846,"0",2,"1","0",0.7,0.315789473684211,16
"238","36","1","7","1",0,0.170212765957447,0.739130434782609,0.884615384615385,0.5052935865323,0.846153846153846,"0",1,"1","0",0.7,0.631578947368421,8
"239","34","5","7","1",0,0.106382978723404,0.391304347826087,0.384615384615385,0.5052935865323,0.846153846153846,"0",0,"0","0",0.7,0.473684210526316,8
"240","34","26","7","1",0,0.106382978723404,0.391304347826087,0.384615384615385,0.5052935865323,0.846153846153846,"0",0,"0","0",0.7,0.473684210526316,4
"241","18","26","7","1",0.815384615384615,0.234042553191489,0.130434782608696,0.0384615384615385,0.5052935865323,0.846153846153846,"0",0,"0","0",0.629128396553216,0.315789473684211,8
"242","22","18","7","1",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.5052935865323,0.846153846153846,"0",0,"0","0",0.6,0,8
"243","14","25","7","1",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.5052935865323,0.846153846153846,"0",2,"1","0",0.675126633923148,0.315789473684211,2
"244","18","1","7","1",0.815384615384615,0.234042553191489,0.130434782608696,0.0384615384615385,0.5052935865323,0.846153846153846,"0",0,"0","0",0.657475828736534,0.315789473684211,8
"245","18","1","7","1",0.815384615384615,0.234042553191489,0.130434782608696,0.0384615384615385,0.5052935865323,0.846153846153846,"0",0,"0","0",0.62183098076689,0.315789473684211,8
"246","30","25","7","1",0.15,0.468085106382979,0.217391304347826,0.0769230769230769,0.5052935865323,0.846153846153846,"0",0,"1","1",0.7,0.157894736842105,3
"247","10","22","7","1",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0.5052935865323,0.846153846153846,"0",1,"1","0",0.7,0.421052631578947,8
"248","11","26","7","1",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.5052935865323,0.846153846153846,"0",2,"1","0",0.7,0.578947368421053,8
"249","3","26","7","1",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.5052935865323,0.846153846153846,"0",0,"1","0",0.5,0.631578947368421,8
"250","11","19","7","1",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.5052935865323,0.846153846153846,"0",2,"1","0",0.7,0.578947368421053,6.50175150308699
"251","11","19","7","1",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.5052935865323,0.846153846153846,"0",2,"1","0",0.7,0.578947368421053,8
"252","20","0","7","1",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.5052935865323,0.846153846153846,"1",4,"1","0",0.3,0.210526315789474,0
"253","11","19","8","1",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.434685734257587,0.538461538461538,"0",2,"1","0",0.7,0.578947368421053,8
"254","30","19","8","1",0.15,0.468085106382979,0.217391304347826,0.0769230769230769,0.434685734257587,0.538461538461538,"0",0,"1","1",0.7,0.157894736842105,3
"255","11","23","8","1",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.434685734257587,0.538461538461538,"0",2,"1","0",0.7,0.578947368421053,1
"256","9","18","8","1",0.423076923076923,0.191489361702128,0.652173913043478,0.506681012043543,0.434685734257587,0.538461538461538,"0",2,"0","0",0.7,0.157894736842105,8
"257","26","13","8","1",0.7,0.446808510638298,0.521739130434783,0.615384615384615,0.434685734257587,0.538461538461538,"0",2,"1","1",1,0.315789473684211,1
"258","26","14","8","1",0.7,0.446808510638298,0.521739130434783,0.615384615384615,0.434685734257587,0.538461538461538,"0",2,"1","1",1,0.315789473684211,2
"259","20","28","8","1",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.434685734257587,0.538461538461538,"0",4,"1","0",0.3,0.210526315789474,4
"260","11","23","8","1",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.434685734257587,0.538461538461538,"0",2,"1","0",0.7,0.578947368421053,4
"261","33","23","8","1",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.434685734257587,0.538461538461538,"0",2,"0","0",0,0.684210526315789,1
"262","21","11","8","1",0.576923076923077,0.127659574468085,0.304347826086957,0.230769230769231,0.434685734257587,0.538461538461538,"0",0,"0","0",0.679929505167661,0.315789473684211,8
"263","22","23","8","1",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.434685734257587,0.538461538461538,"0",0,"0","0",0.6,0,1
"264","36","13","8","1",0,0.170212765957447,0.739130434782609,0.884615384615385,0.434685734257587,0.538461538461538,"0",1,"1","0",0.7,0.631578947368421,3
"265","33","25","8","1",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.434685734257587,0.538461538461538,"0",2,"0","0",0,0.684210526315789,2
"266","1","23","8","1",0.45,0.127659574468085,0.565217391304348,0.384615384615385,0.434685734257587,0.538461538461538,"0",1,"0","0",0.7,0.526315789473684,1
"267","36","23","8","1",0,0.170212765957447,0.739130434782609,0.884615384615385,0.434685734257587,0.538461538461538,"0",1,"1","0",0.56285535688319,0.631578947368421,1
"268","1","19","8","1",0.45,0.127659574468085,0.565217391304348,0.384615384615385,0.434685734257587,0.538461538461538,"0",1,"0","0",0.7,0.526315789473684,8
"269","10","8","8","1",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0.434685734257587,0.538461538461538,"0",1,"1","0",0.7,0.421052631578947,8
"270","27","6","8","1",0.253846153846154,0.787234042553192,0.260869565217391,0,0.434685734257587,0.538461538461538,"0",0,"0","0",0.2,0.105263157894737,2.71757944038518
"271","3","11","9","1",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.642948680608144,0.445679197539404,"0",0,"1","0",0.5,0.631578947368421,8
"272","3","23","9","1",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.642948680608144,0.510881659607142,"0",0,"1","0",0.5,0.631578947368421,3
"273","11","19","9","1",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.642948680608144,0.422638790260684,"0",2,"1","0",0.571887261148689,0.404566543740981,8.74048070409243
"274","5","0","9","1",0.45,0.319148936170213,0.521739130434783,0.615384615384615,0.642948680608144,0.277081255454275,"1",1,"1","0",0.326904934772674,0.933207929067015,0
"275","24","9","9","1",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.642948680608144,0.675832574544045,"0",0,"1","0",0.5,0.210526315789474,16
"276","15","28","9","1",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.642948680608144,0.296886539829411,"0",1,"1","0",0.6,0.315789473684211,3
"277","8","0","9","1",0.434615384615385,0.638297872340426,0.565217391304348,0.461538461538462,0.642948680608144,0.463895203738504,"1",2,"1","0",0.5,0.842105263157895,0
"278","19","0","9","1",0.665384615384615,0.957446808510638,0.478260869565217,0.192307692307692,0.642948680608144,0.216937807942878,"1",0,"1","0",0.4,0.210526315789474,0
"279","3","13","9","1",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.642948680608144,0.560410421325275,"0",0,"1","0",0.5,0.631578947368421,8
"280","24","9","9","1",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.642948680608144,0.264990620188332,"0",0,"1","0",0.5,0.210526315789474,3.97496526992949
"281","3","23","9","1",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.642948680608144,0.57956021930245,"0",0,"1","0",0.5,0.631578947368421,1
"282","15","28","9","1",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.642948680608144,0.32851288254393,"0",1,"1","0",0.6,0.315789473684211,4
"283","20","28","9","1",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.642948680608144,0.533011084217106,"0",4,"1","0",0.3,0.210526315789474,4
"284","5","26","9","4",0.45,0.319148936170213,0.521739130434783,0.615384615384615,0.642948680608144,0.765253707563436,"0",1,"1","0",0.2,1,8
"285","36","28","9","4",0,0.170212765957447,0.739130434782609,0.884615384615385,0.642948680608144,0.521226888038896,"0",1,"1","0",0.61569541238359,0.631578947368421,1
"286","5","0","9","4",0.45,0.319148936170213,0.521739130434783,0.615384615384615,0.642948680608144,0.260409057412443,"1",1,"1","0",0.2,1,0
"287","15","28","9","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.642948680608144,0.434588193775666,"0",1,"1","0",0.6,0.315789473684211,3
"288","15","7","9","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.642948680608144,0.510682427272728,"0",1,"1","0",0.6,0.315789473684211,1.74448288041397
"289","3","13","9","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.642948680608144,0.633974691808009,"0",0,"1","0",0.5,0.631578947368421,8
"290","11","24","10","4",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.43033144987476,0.0769230769230769,"0",2,"1","0",0.7,0.578947368421053,8
"291","1","26","10","4",0.45,0.127659574468085,0.565217391304348,0.384615384615385,0.43033144987476,0.0769230769230769,"0",1,"0","0",0.7,0.526315789473684,4
"292","11","26","10","4",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.43033144987476,0.0769230769230769,"0",2,"1","0",0.7,0.578947368421053,8
"293","11","22","10","4",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.43033144987476,0.0769230769230769,"0",2,"1","0",0.7,0.578947368421053,8
"294","36","0","10","4",0,0.170212765957447,0.739130434782609,0.884615384615385,0.43033144987476,0.0769230769230769,"1",1,"1","0",0.231025515831749,0.631578947368421,0
"295","33","0","10","4",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.43033144987476,0.0769230769230769,"1",2,"0","0",0,0.684210526315789,0
"296","22","1","10","4",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.43033144987476,0.0769230769230769,"0",0,"0","0",0.6,0,8
"297","34","7","10","4",0,0.106382978723404,0.391304347826087,0.384615384615385,0.43033144987476,0.0769230769230769,"0",0,"0","0",0.7,0.473684210526316,3
"298","13","22","10","4",0.965384615384615,0.25531914893617,0.478260869565217,0.153846153846154,0.43033144987476,0.0769230769230769,"0",3,"1","0",0.4,0.315789473684211,8
"299","3","28","10","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.43033144987476,0.0769230769230769,"0",0,"1","0",0.5,0.631578947368421,1
"300","22","1","10","4",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.43033144987476,0.0769230769230769,"0",0,"0","0",0.6,0,6.41055914748275
"301","5","0","10","4",0.45,0.319148936170213,0.521739130434783,0.615384615384615,0.43033144987476,0.0769230769230769,"1",1,"1","0",0.2,1,0
"302","11","19","10","4",0.657692307692308,0.659574468085106,0.521739130434783,0.230769230769231,0.43033144987476,0.0769230769230769,"0",2,"1","0",0.7,0.578947368421053,16
"303","20","28","10","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.43033144987476,0.0769230769230769,"0",4,"1","0",0.3,0.210526315789474,4
"304","5","0","10","4",0.45,0.319148936170213,0.521739130434783,0.615384615384615,0.43033144987476,0.0769230769230769,"1",1,"1","0",0.2,1,0
"305","5","23","10","4",0.45,0.319148936170213,0.521739130434783,0.615384615384615,0.43033144987476,0.0769230769230769,"0",1,"1","0",0.2,1,2
"306","5","23","10","4",0.45,0.319148936170213,0.521739130434783,0.615384615384615,0.43033144987476,0.0769230769230769,"0",1,"1","0",0.2,1,2
"307","36","28","10","4",0,0.170212765957447,0.739130434782609,0.884615384615385,0.43033144987476,0.0769230769230769,"0",1,"1","0",0.557405841771472,0.631578947368421,1
"308","15","28","10","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.43033144987476,0.0769230769230769,"0",1,"1","0",0.6,0.315789473684211,4
"309","22","23","10","4",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.43033144987476,0.0769230769230769,"0",0,"0","0",0.6,0,16
"310","36","28","10","4",0,0.170212765957447,0.739130434782609,0.884615384615385,0.43033144987476,0.0769230769230769,"0",1,"1","0",0.615196684413982,0.631578947368421,1
"311","10","10","10","4",0.934615384615385,1,0.0869565217391304,0.0384615384615385,0.43033144987476,0.0769230769230769,"0",1,"1","0",0.7,0.421052631578947,8
"312","20","0","10","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.43033144987476,0.0769230769230769,"1",4,"1","0",0.3,0.210526315789474,0
"313","15","0","10","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.43033144987476,0.0769230769230769,"1",1,"1","0",0.6,0.315789473684211,0
"314","30","0","10","4",0.15,0.468085106382979,0.217391304347826,0.0769230769230769,0.43033144987476,0.0769230769230769,"1",0,"1","1",0.64262843923245,0.157894736842105,0
"315","22","1","10","4",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.43033144987476,0.0769230769230769,"0",0,"0","0",0.6,0,5
"316","22","7","10","4",0.234615384615385,0.446808510638298,0.347826086956522,0.115384615384615,0.43033144987476,0.0769230769230769,"0",0,"0","0",0.6,0,5
"317","36","23","10","4",0,0.170212765957447,0.739130434782609,0.884615384615385,0.43033144987476,0.0769230769230769,"0",1,"1","0",0.569527890147259,0.631578947368421,1
"318","34","11","11","4",0,0.106382978723404,0.391304347826087,0.384615384615385,0.568780217859847,0.769230769230769,"0",0,"0","0",0.7,0.473684210526316,8
"319","33","23","11","4",0.5,0.425531914893617,0.565217391304348,0.769230769230769,0.568780217859847,0.769230769230769,"0",2,"0","0",0,0.684210526315789,2
"320","3","6","11","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.568780217859847,0.769230769230769,"0",0,"1","0",0.5,0.631578947368421,8
"321","20","28","11","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.568780217859847,0.769230769230769,"0",4,"1","0",0.3,0.210526315789474,3
"322","15","23","11","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.568780217859847,0.769230769230769,"0",1,"1","0",0.6,0.315789473684211,1
"323","23","1","11","4",1,0.936170212765957,0.434782608695652,0.346153846153846,0.568780217859847,0.769230769230769,"0",2,"0","1",0.9,0.105263157894737,8
"324","14","11","11","4",0.142307692307692,0.148936170212766,0.565217391304348,0.269230769230769,0.568780217859847,0.769230769230769,"0",2,"1","0",0.7,0.315789473684211,5.1093825842576
"325","5","26","11","4",0.45,0.319148936170213,0.521739130434783,0.615384615384615,0.568780217859847,0.769230769230769,"0",1,"1","0",0.2,1,8
"326","18","0","11","4",0.815384615384615,0.234042553191489,0.130434782608696,0.0384615384615385,0.568780217859847,0.769230769230769,"1",0,"0","0",0.440409909418406,0.315789473684211,0
"327","1","18","11","4",0.45,0.127659574468085,0.565217391304348,0.384615384615385,0.568780217859847,0.769230769230769,"0",1,"0","0",0.7,0.526315789473684,1
"328","34","11","11","4",0,0.106382978723404,0.391304347826087,0.384615384615385,0.568780217859847,0.769230769230769,"0",0,"0","0",0.7,0.473684210526316,3
"329","1","25","11","4",0.45,0.127659574468085,0.565217391304348,0.384615384615385,0.568780217859847,0.769230769230769,"0",1,"0","0",0.7,0.526315789473684,2
"330","3","28","11","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.568780217859847,0.769230769230769,"0",0,"1","0",0.5,0.631578947368421,3
"331","24","13","11","4",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.568780217859847,0.769230769230769,"0",0,"1","0",0.5,0.210526315789474,8
"332","15","12","11","4",0.665384615384615,0.553191489361702,0.478260869565217,0.5,0.568780217859847,0.769230769230769,"0",1,"1","0",0.6,0.315789473684211,4
"333","24","13","11","4",0.492307692307692,0.425531914893617,0.652173913043478,0.538461538461538,0.568780217859847,0.769230769230769,"0",0,"1","0",0.5,0.210526315789474,8
"334","3","28","11","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.568780217859847,0.769230769230769,"0",0,"1","0",0.5,0.631578947368421,1
"335","20","10","11","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.568780217859847,0.769230769230769,"0",4,"1","0",0.3,0.210526315789474,8
"336","20","15","11","4",0.546153846153846,0.957446808510638,0.434782608695652,0.346153846153846,0.568780217859847,0.769230769230769,"0",4,"1","0",0.3,0.210526315789474,8
"337","23","0","11","4",1,0.936170212765957,0.434782608695652,0.346153846153846,0.568780217859847,0.769230769230769,"1",2,"0","1",0.9,0.105263157894737,0
"338","7","0","11","4",0.619230769230769,0,0.565217391304348,0.461538461538462,0.568780217859847,0.769230769230769,"1",2,"1","1",0.3,0.263157894736842,4.87530493572312
"339","3","23","11","4",0.234615384615385,0.978723404255319,0.739130434782609,0.423076923076923,0.568780217859847,0.769230769230769,"0",0,"1","0",0.5,0.631578947368421,1
"340","28","12","12","4",0.411538461538462,0.446808510638298,0.347826086956522,0.0384615384615385,0.223626725694647,0.461538461538462,"0",1,"0","0",0.4,0.263157894736842,3
